public,user_public,type,subject,excerpt_or_original_text,response_created_at,featured,featured_at,response_language,image
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","The coronavirus pandemic has not negatively affected my life this past week.<strong> It seems like life is getting back to normal with fewer cases being reported and mask mandates being lifted.</strong> it is good to feel safer than I did a year ago and get on with things that were postponed due to COVID-19.

<strong> I listed my childhood home with a realtor today and am looking forward to lots of interest in it since the housing market is booming</strong>, many people want to live in that town. and there are very few houses currently for sale.<strong> it seems to be a blessing that Mom didn't want us to rent or sell her house until after she died because the timing is right for a home sale.</strong> The pandemic fear is lessening so people are ready to get on with their lives. Spring refreshes outlooks and renews hope. Hopefully, the property will sell quickly so there is one less item on the ""to do list"".

<strong> Isn't it strange how things seem to work out?</strong>",2021-05-22 14:56:24,true,2021-05-25 04:42:27.522736,en,PJP_1425_1_EN_week34_journal_1_ptext.JPG
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> I noticed most posts in the Pandemic Journaling Project are about anger, fear, and blame. I try to live a normal life even though I reside in one of the current hot spots.</strong> Maybe I am a fatalist but believe you can do everything right and still die.

<strong> My boss asked me to teach her and my coworkers to paint sunflowers on fence panels.</strong> We painted the panels after work Tuesday night. It felt good to help them be creative and enjoy something out of our daily routines.<strong> They all said they couldn't paint, but as you see, they were successful.</strong> I believe it is better to do the things you want to do than live in fear and anger. Many times, fear and anger can make you sick, so<strong> everyone, please try to make the best of what you have. The choice is yours.</strong>",2021-08-13 20:30:54,true,2021-11-09 21:43:38.182983,en,PJP_1425_1_EN_week46_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> The pandemic is almost nonexistent where I live</strong>. I have gone to craft classes, attended a rodeo, drank beer at a local craft brewery, ate in restaurants, went to an employee appreciation luncheon, attended a night of readings at a writers’ retreat, and gone places with others in a personal vehicle in the last couple of months. It feels wonderful to get back acting normal.

The photo is of an acrylic poured painting I did at my friend’s house.<strong> Everything we went through with the pandemic still seems surreal and mixed up, like the painting.</strong>",2022-05-03 23:54:51,true,2022-11-12 14:03:18.637898,en,PJP_1425_1_EN_week84_journal_1_ptext.jpeg
true,true,photo_and_text,Many of us have experienced restrictions on movement and social contact during the pandemic. Talk about any restrictions that have especially affected you.,"<strong>This is as much of the outside world that I've interacted with in person for the past 5 days since I've been stuck in quarantine in Thailand.</strong> Although I am able to call my friends and family all over the world with modern technology, it is still very different from in-person interactions and even small talk with random people at the grocery store could fulfill those needs for me, but unfortunately, <strong>I have not seen any real person in the past 5 days</strong>. Although food gets delivered to my room, the people delivering the food are instructed to not come in contact with the people in quarantine and thus knock to indicate that food has arrived, and then quickly leave the area outside my hotel door.

",2020-10-21 10:58:51,true,2020-10-21 16:17:47.785713,en,PJP_1456_1_EN_week1_journal_2_ptext.jpg
true,true,photo_and_text,"If you feel your mental health has changed since the pandemic started, talk a bit about how, and why.","<strong> I feel like I have gone through the whole grief cycle in the last year.</strong> First “it’ll never come over here” and “it won’t last”. Then great and anxiety about food supply chains and wishing desperately that we had room in our tiny house for a chest freezer. Then “what the hell people, wear your damn masks or we’ll all be trapped in our homes forever!”  Many, many weeks of depression and palpable anxiety. And<strong> finally, in just the last week or two, something approaching acceptance</strong>. I’ve figured out a system that works for me while [my husband] is deployed, and hopefully will work for him when he gets back and we have to share the space again. E. has a good routine and social life with daycare and our daycare family bubble.<strong> I can bake amazing challah and pizza dough after making them both nearly every week for more than 50 weeks now.</strong> More and more people around me are getting vaccinated. Maybe soon I can be vaccinated.<strong> There is still a cynical voice in the back waiting to be let down or disappointed, but in general the optimist is winning.</strong>",2021-03-20 02:12:55,true,2021-03-21 13:12:15.15852,en,PJP_1475_1_EN_week19_journal_2_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> My toddler and I have been monitoring the robin eggs in a nest on our back porch light for the last couple of weeks.</strong> We can’t see in but I could hold my phone up over my head and get a photo. The eggs hatched Apr 29th or 30th<strong>. The last time we checked, Monday, this nest held four little fledgling robins. Today the nest is empty. No mama bird in sight to yell at us.</strong> I don’t think the babies possibly could have been grown enough to fly away. Husband and I searched the tall grass next to the deck but didn’t see any indication the birds had leapt out. No carnage around the nest or the deck gives me hope they weren’t devoured. We told toddler that the birds moved to a new home. I hope that’s true but it seems unlikely.<strong> I suppose this has nothing to do with Covid, although I wouldn’t be surprised if this whole drama would have gone unnoticed if we’d been in our busy old lives…</strong>",2021-05-05 23:33:28,true,2021-05-07 04:50:26.398586,en,PJP_1475_1_EN_week26_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> Thanksgiving was a more subdued affair than usual.</strong> I didn’t cook for the whole extended family, or much at all for that matter: aside from some oversized sourdough rolls (my pandemic baking project!) we ordered everything carry out the day before to reheat on thanksgiving. But we still bought some fun new table decorations and the food was great. Plus we were able to see family via zoom and FaceTime, including family that we wouldn’t normally see on thanksgiving so although I am looking forward to having everyone together next year,<strong> this year was still a net positive.</strong> Lots to be thankful for.",2020-12-01 21:24:26,true,2020-12-02 04:28:30.19695,en,PJP_1475_1_EN_week4_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> I only just learned that home Covid tests are available! It’s not clear how reliable they are for catching asymptomatic cases, but it was still a nice security blanket</strong> between my husband getting home from travel and being able to take a PCR the next day. I considered stocking up but stopped myself. There was plenty of supply. I was happily surprised to discover the kit had TWO tests, so we’re already prepared for the next time my husband has to travel. Score!",2021-08-17 23:33:14,true,2021-08-19 02:07:24.735789,en,PJP_1475_1_EN_week41_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> Another Rosh Hashana at home with just the three of us, </strong> but this year we couldn’t blame it all on Covid—lack of planning was also to blame. We both are working from home is great, but it has us both <strong> running a bit ragged </strong>  and somehow despite having saved all this commuting time, there is still no time to think and plan. <strong> I suspect the general state of alert and Covid anxiety contributes too, </strong> but it seems like the days pass by so fast and suddenly POOF there’s a holiday we forgot to make plans for. Still, it was nice to bake <strong> a couple of rounds challahs, one for us and one for a neighbor who also celebrates. </strong> My matzo ball soup isn’t as good as my mother in law’s but it was still tasty and no one complained!",2021-09-11 01:34:08,true,2021-09-15 19:30:50.217391,en,PJP_1475_1_EN_week44_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> Last week my mom finally came to visit!!!</strong> It was a glorious long weekend, and<strong> felt halfway normal aside from sitting in the parking lot with our masks on while we waited for her rapid Covid test results.</strong> Once time has passed and no faint line appeared I could finally take a deep breath and relax and just enjoy her company.<strong> My daughter was so excited to see her at pick up from daycare she ran right up to my mom instead of her usual shy act.</strong> The next morning we went to a pumpkin patch with the expectation of buying the big pumpkins, which of course turned into about a dozen small to medium pumpkins to decorate our front step and our dining table.<strong> We had a great weekend with my mom plus my in-laws, lots of time outside, a trip to our favorite park, a birthday celebration, a few meltdowns (mostly the three year old, one of my own).</strong> My sister in law and her family ended up staying home, mostly out of concern for the non-Covid but still miserable daycare germs they’re still battling every other week.<strong> All in all, it was an excellent weekend.</strong>",2021-10-16 23:40:49,true,2021-10-27 05:30:50.765234,en,PJP_1475_1_EN_week49_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> Today I used my best friend’s cookie recipe to bake holiday cookies with my daughter for the first time. It was a wonderful experience</strong> for us both<strong>, hopefully one we’ll be able to repeat at Christmas with my parents depending on what level of dumpster fire the latest Covid varient omicron delivers</strong>. My husband and parents are vaxxed and boosted, and I get my booster Monday. E is too young to be vaccinated but is great at wearing a mask so we’re still pretty confident in our trip. Worst case we stay home again and make another tray of these to feel better.",2021-12-04 23:09:20,true,2021-12-10 04:41:27.456253,en,PJP_1475_1_EN_week56_journal_1_ptext.jpeg
true,true,photo_and_text,"Are you doing anything artistic or creative these days that you weren’t doing before? If so, talk about it.","<strong> At some point during the fall, I got the urge to have a little toy to play with for mental breaks during the work days.</strong> I'd keep it on my home-office desk. While these MagnaTiles are much larger than I expected (I just didn't thoroughly consider the measurements provided), they're pretty cool to play with. I don't use them as much as I would if I had them on my desk (they'd take up too much room), but when I do play with them it requires me to carve out a bit more time that I otherwise thought I would. That's been kind of nice, actually.",2021-01-20 01:24:15,true,2021-01-20 05:00:16.940309,en,PJP_1482_1_EN_week11_journal_2_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","This is what I like to call<strong> the behind-the-scenes pic of my Christmas morning. This pic feels a lot like the past couple of weeks</strong>has, and what I worry weeks will continue to feel like:<strong> Decent attempts to connect remotely</strong> with loved ones that - despite going as well as can be expected - will<strong> always fall short of the dream; immense effort</strong> with what feels like<strong> unequal return value; cluttered, messy chaos everywhere</strong> after which I seem to perpetually be picking/cleaning up. 2 weeks of personal peace, revert to months of anxiety (and now depression). <strong> Vaccine, scary mutation. Election, sedition. New Year, same year.</strong>",2021-01-05 21:37:48,true,2021-01-07 03:53:13.719533,en,PJP_1482_1_EN_week9_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> We're back in the office full time this week, although numbers are still high and no one wears their mask appropriately. Fun, depressing fact: I work for public health.</strong>

My employer has also made it clear they will offer no flexibility for childcare, even if a child must quarantine, and they don't care about us carrying COVID home to our families.

So,<strong> I've decided to quit</strong>. My last day is Friday. I don't have a new job yet, but I have a few interviews lined up (all remote positions). <strong> After this pandemic, I'm not going to waste my time in an organization that doesn't care about my health (while they should!).</strong>",2021-11-09 21:02:11,true,2021-11-12 14:47:48.758758,en,PJP_1484_1_EN_week52_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> I went wedding dress shopping this weekend! It was fun but it was also weird</strong> because none of my friends or family could be there.<strong> My fiancée and her family were there</strong> to support me, and they were lovely, <strong> but I feel like the experience highlighted the way the pandemic influenced the start of our relationship, with me not being able to see my friends or family or home at all for almost two years.</strong> Definitely caused some rocky times, but I am glad that I am forming a supportive community here.

On another, positive note,<strong> I started my new job this week! I left my old one partly due to their bizarre COVID policies and flexibility,</strong> and my new position is absolutely wonderful so far. It's almost 100% remote, I definitely, and more than doubled my pay, and the culture is a thousand times better!<strong> The Great Resignation worked out great for me!</strong>",2022-03-08 21:19:17,true,2022-05-19 13:30:00.228313,en,PJP_1484_1_EN_week69_journal_1_ptext.jpg
true,true,photo_and_text,"How has the pandemic affected your work, or  your schoolwork? Give an example or two.","<strong> This photograph is of my school schedule, which will start in approximately a week.</strong> Here's what I wrote about in in my last blog post:

""Also, schools are opening up in my area.<strong> There's been very little communication from them about what in-person/hybrid learning is going to look like</strong>, even though they've already asked us to commit to one option (hybrid) or another (completely virtual). I got interviewed by the local paper about it, and that interview should show up tomorrow or the day after.

The way that the school district has decided to reopen is classes in the morning online, followed by class either online or in person, depending which option you opted in to. There are two in-person cohorts (one goes into school on Mondays and Tuesdays, and the other on Thursdays and Fridays) and one virtual cohort. There is no school on Wednesdays, which has been the case throughout virtual school and will continue to be the case in hybrid mode. Though hybrid school starts in a week, no one knows what cohort they belong to. Evidentially, communication is not Seattle Public Schools' strong suit. Oh well, right?""

<strong> Schoolwork is definitely going to be very different</strong> than it is now.<strong> I won't be able to google questions on the homework that I don't understand, ha ha.</strong> And I won't be able to multitask and do other work during class.<strong> I'll have to actually get dressed in the morning. Also, I've never been in the building before and have no idea where my classes are</strong>, which should be interesting. I'm sure there'll be a lot of other change, too, but I can't think of any at this moment.",2021-04-09 15:54:19,true,2021-04-10 05:37:10.032195,en,PJP_1487_1_EN_week20_journal_2_ptext.JPG
true,true,photo_and_text,Talk about whatever else is on your mind today.,"This photo is from when my brother and I biked to Pike Place Market last week. <strong> Right now it's wet and gloomy outside. But being able to see the sunshine in my photo albums from just a few days prior reminds me that things can change fast and unexpectedly</strong>, and that it will one day be sunny again. An<strong> analogy for COVID, anyone?</strong>",2021-04-25 19:44:18,true,2021-04-26 03:22:16.387176,en,PJP_1487_1_EN_week23_journal_2_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> We are trying to face the situation with humor, but really our patience is running out.</strong> Today I found out that 15 people have already booked their vaccines, in order to participate in the reality ""survivor""............I mean, come on, people. A 37 year old nurse died yesterday without even having the chance to be treated in the ICU. The police are hitting and insulting people whenever they get the chance to. The government must be joking, really.",2020-12-09 09:19:54,true,2020-12-11 21:09:59.94471,en,PJP_1489_1_EN_week4_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","Ten months into this pandemic, and I still find myself stopping in my tracks from time to time.<strong> Today I went for a walk in my neighborhood. I spotted something blue</strong> out of the corner of my eye. At first, I glanced at it and went on my merry way. Then I stopped. <strong>A year ago, such a sighting would have made me truly stop and wonder.</strong> What is it? Who put it there? Did someone make it? <strong>Today, my brain quickly dismisses the sighting ...it's just a discarded cloth face mask,</strong> probably tossed out a car window or slipped out of someone's pocket.

<strong>This pandemic has taught me that one never knows what the future holds.</strong> Right now, I'm on the precipice of not knowing what my future holds for me professionally. <strong>Maybe the pandemic will bring this public health professional a new and different project. Or maybe I will have to close my consulting firm</strong> and pursue full-time employment. Only time will tell.",2020-11-20 22:21:57,true,2020-11-22 14:37:03.613375,en,PJP_1497_1_EN_week1_journal_1_ptext.jpg
true,true,photo_and_text,Additional Material,Make a wish! ,2020-12-19 13:30:06,true,2020-12-19 21:46:58.575535,en,PJP_1520_1_EN_week2_journal_3_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> Coming home from errands around town yesterday (hardware store, grocery) : I say to myself ""We are never going to get this pandemic under control because of ignorance or malice. We are a failed state--with repercussions of that failure killing us.""</strong>

<strong> Scenes: at the hardware store</strong> --an obviously ill sales clerk--underweight perhaps from chronic malnutrition, feverish, coughing, mask failing off his nose gives me directions to aisle 10. He is probably part-time (to save store from sick leave), making a low wage, and at work because he cant afford not to be.

A friend refers to ""Plantation America."" <strong> I think of Dickens, Bleak House, death of Jo, the lowly crossing sweeper, by smallpox that also infects his ""betters"".</strong>

Then there are always one or two enraged customers barreling into the store mask-less, daring anyone to cross them, and the sales clerks making too little money to enforce store policy or state ruling. So I head home, masked, slathered in hand sanitizer and wonder<strong> will I now end up intubated in 14 days because I needed a carton of milk and a bag of potting soil?</strong>",2020-12-31 18:29:17,true,2021-01-01 03:35:54.987242,en,PJP_1521_1_EN_week5_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","Tuesday evening,<strong> 23 March 2021 at 8 p.m. all over the United Kingdom, people lit their doorsteps and front windows with candles, flashlights, and phones as a ""Beacon of Remembrance"" for those who have died</strong> in the pandemic. 23 March marks the anniversary of the UK's first Covid lockdown.<strong> Here in Scotland, my family and I shone our flashlights at the people in the house across the street from us,</strong> whom we've only come to know since the pandemic began - standing at our garden gates and shouting encouragement to each other from across the street.

On Wednesday, 24 March 2021, I did<strong> my third stint of volunteering at a local Covid vaccination centre</strong> - and got<strong> my own first vaccination</strong> at the same time, right in the middle of my volunteering shift.<strong> It was so uplifting!</strong> Everyone there was in my own age cohort, as they roll out the vaccine by age group - but also, because I was in a local vaccination centre, I met so many people that I knew as they came in for their own vaccination appointments. Within 40 minutes of ushering people to vaccinators (NHS - National Health Service - nurses and the Army were both giving vaccinations), I had met four people I knew - two friends and two of my grown children's former teachers.

When it was time for my own vaccination, I was made to feel like a poster child for the entire programme - someone had to fill in for me for ten minutes while I stood in the queue, all the other marshalls laughed and joked with me as they gave me the necessary information, and half a dozen NHS staff all exclaimed, ""You should have told us you had your vaccination letter, we'd have slipped you in earlier!"" When it was done I went straight back to marshalling.

<strong> I am an American ex-pat living in Scotland</strong>; I have had dual citizenship since 2016.<strong> My heart absolutely swells with pride to see how my adopted country is rising to the challenge</strong> of vaccinating its people, and<strong> to be able to help out with that a little bit.</strong>",2021-03-26 20:05:01,true,2021-03-29 00:12:51.391445,en,PJP_1523_1_EN_week17_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> Yesterday afternoon I received a permission form to sign for my disabled brother, for whom I am a legal guardian, to receive the Covid vaccine.</strong> He has been sequestered in his care home residence since last March, seeing no family except on Zoom (every week) during all that time.<strong> Six hours after I'd had the good news</strong> about the vaccine, with me opening our weekly call from Perth in Scotland and chatting to my aunt in Virgina, while we waited for my brother to join the call from Philadelphia,<strong> the phone rang</strong> - it was one of the nurses at his residence telling us that<strong> he had just tested positive for coronavirus. NINE MONTHS of heartrending caution, the good news about the vaccine, and then - hours later - the news that he'd tested positive.</strong>

Honestly, this indifferent impersonal web diary is no medium to convey the level of irony - my brother's terrible head injury in a car accident over forty years ago, his inability to move or communicate except by pointing at letters on a board, his intact sense of humour and his memory of life before the accident, his six-month battle with pneumonia two years ago, our weekly skype and zoom calls over the past five years despite the 3500 miles between us, and now this?

He is asymptomatic at the moment.<strong> Discouraged and afraid, I went flying with my husband in a Cessna 172 this evening. He and I are both licensed private pilots. The small airport where we hire planes shut down at 5 p.m. this evening</strong> for Christmas, and will remain closed for the hard lockdown beginning on 26 December 2020 in the UK, and<strong> when it opens again it will be after Brexit, when our European licenses will no longer be valid</strong> because there is no plan in place for pilots' licensing. Our flight was the last of the day, of the year, of an era.

<strong> I nearly didn't want to come - but I am so glad I did. It was SO BEAUTIFUL!</strong> The sky was clear but wreathed with wisps of cloud; the sun went down in flaming reds; the lights came on in our own beautiful city as we came home. We flew from Perth to Dundee, crossed the Kingdom of Fife at St. Andrew's, crossed the Firth of Forth and flew over Arthur's Seat in Edinburgh, and then back across the Forth where the three beautiful bridges of three centuries come together. And so back to Perth. And it was impossible to feel anything other than lucky, fortunate, blessed, to be able to see this beauty in a time of crisis and sadness, to have the gift of flight at my fingertips.

<strong> This is what you get, I tell myself. Be glad for what you get. You are so much more fortunate than so many others.</strong>

My poor brother. I am daring to hope for good news, but waiting for a blow.

[The photo is of the Tay, looking west from Dundee, at 3.41 p.m. on 22 December 2020.]",2020-12-23 18:53:26,true,2021-01-12 20:03:23.25273,en,PJP_1523_1_EN_week4_journal_1_ptext.jpg
true,true,photo_and_text,"Has the pandemic affected your religious or spiritual observance in any way? If so, talk about it.","<strong>My husband and I ring the church bells at an ancient Scottish cathedral.</strong> (The six bells there are hung so that their ropes fall in a circle and can be made to sound in mathematical sequences known as ""change ringing."") My husband is the ""steeplekeeper,"" in charge of making sure that the bells and their fixtures are in sound condition.<strong> Although all bell ringing stopped during the first pandemic lockdown of 2020, we made a trip to the cathedral in June 2020 to check that all was well in the bell tower</strong> - mainly a matter of looking for unwanted birds' nests among the bells.

The churchyard had been locked up against visitors (the cathedral is a historic monument) and when we arrived, the usually well-groomed lawn was a sea of long grass. It seemed eerie and otherworldly - as if the cathedral and all its life had slipped into an enchanted sleep like the briar wood of Sleeping Beauty.

<strong>But the heart of our Church of Scotland (Presbyterian) community is really its minister, and he had very effectively moved his services online,</strong> integrating live appearances in the church with recordings that the choir made via Zoom. He's done this all year, holding his community together and receiving more online views than he ever had church attendance!

<strong>My husband and I are not really churchgoers, though in happier times we ring for the service every Sunday, and for weddings all year. This year, when our lockdown eased, we began Sunday ringing again with socially distanced measures in place.</strong> And - perhaps because it was such an effort making a 30 mile round-trip to the cathedral and ringing for only twenty minutes - we started attending the socially-distanced church services.

<strong>This hour-long pause among other people in a long slog of frantic routine with limited contacts seemed an affirmation of life and the spirit of humanity. </strong>It helps that our minister preaches a very good sermon, full of humour and a sense of connection to the world.<strong> I still keep my spirituality very private, but I realize how much I miss - and really enjoy - that PAUSE,</strong> the moment when you can put everything else aside to look inward and upward.

<strong>Now we are in another hard lockdown.</strong> The cathedral was shut for services just before Christmas. The last time the cathedral was used in practice was when my husband and I, with another bell-ringing couple, pealed out the old bells for twenty minutes on Christmas morning: an affirmation of the human spirit and our connection to God.

<strong>When the current lockdown ends, we will ring the bells again.</strong>",2021-01-24 11:04:44,true,2021-01-24 15:28:30.123234,en,PJP_1523_1_EN_week8_journal_2_ptext.JPG
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> Around March 15, Brooklyn and New York City went into PAUSE - meaning we were told to stay home and quarantine </strong>- (those of us who could afford to.)

<strong> My partner has prostate cancer and a compromised immune system, so I'm a caregiver and have to be very careful</strong> of any interactions I have outside our home, for fear of bringing the virus home to him, and for fear that I might carry it in an asymptomatic way.

In order<strong> to keep myself calm, and to prevent myself shutting down emotionally, I began to do a sketch in my sketchbook as frequently as possible</strong> to record and remember what these days are like. It helped me slow down my own racing thoughts -- and to focus on at least one thing that day that I noticed. I found lots of beauty in the simple things. And gratitude for things I wouldn't have noticed during ""normal times.""

At first, time seemed to stretch out slowly as we were quarantining.

When I was kid, I used to to draw to calm myself down from stormy family situations. Now I'm 63, and sketching still brings enjoyment and meaning, and helps me to relax and slow down. These are like sketch meditations.

<strong> The first sketch is of D. sitting outside in the back garden.</strong> We tried to get out back whenever the days were warmer, because we were protected from outsiders there. This is dated March 15, 2020. This is one of my fast pencil sketches.

<strong> The second sketch</strong> is dated March 24, 2020.<strong> My son and his girlfriend live upstairs. She is 31 and undergoing post breast cancer treatments so they quarantine deeply.</strong>

They don't go to the laundromat, so<strong> I do their laundry. My dryer was broken at the time, so I had to drape their wet laundry all over the dining room.</strong>Every article of clothing seemed a bit stressed and restless, so<strong> I tried to capture that</strong> -- in this sketch.",2020-12-13 19:22:42,true,2021-01-05 15:15:24.037714,en,PJP_1550_1_EN_week1_journal_1_ptext.jpg
true,true,photo_and_text,Many of us have experienced restrictions on movement and social contact during the pandemic. Talk about any restrictions that have especially affected you.,"<strong> This is the sketchbook that I picked up back in 2017, ironically, at the same time Congress was trying to destroy the Affordable Care Act</strong> which would affect the health care of 20 million Americans...(at least). They were not successful in doing this. Yet. (SCOTUS will rule on the ""legality"" of the ACA in 2021.).<strong> During that anxious time, the book gave me an opportunity to practice looking, and drawing what I see.</strong> Which was soothing then, and still is.

<strong> It's been a great little book to have now, to record my inside little world and observations, as our country nears 300,000 Covid deaths.</strong> (December, 13, 2020) I should have posted this as my first photo, so it's possible to see the actual sketchbook, before the sketches.

But here it is now.

<strong> Awfully glad I have it, and glad it breaks down sketches to just one per day</strong>. Although, I can do more than one per day.<strong>It's a helpful way to avoid reading the news also.</strong>",2020-12-13 19:22:42,true,2021-01-13 03:30:42.448893,en,PJP_1550_1_EN_week1_journal_2_ptext.jpg
true,true,photo_and_text,Additional Material,"Photo Sketch 1: Caption: <strong> Jan. 4, 2021.</strong> (corrected year) Covid 19 days.<strong> I couldn't reach H. </strong> Not home, Refused, Deceased, Moved, Call Back, Wrong Number, Do Not Call, Disconnected. Cancel. Save & Next Call.

<strong> It's often lonely and monotonous volunteer work --- maybe out of 60 calls, I reach 5-7 voters, over 2 1/2 hours.</strong>

Photo Sketch 2: Caption: <strong> Jan. 6, 2021</strong> (corrected year)<strong> Reverend Warnock wins his Georgia Senate seat! The first black Senator for Georgia.</strong>

Covid 19.",2021-02-09 22:27:20,true,2021-02-10 02:50:28.773393,en,PJP_1550_1_EN_week10_journal_3_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","Photo Sketch 1:<strong> January 6, 2021</strong> Caption:<strong> Covid days Trump Terrorists storm the Capitol.</strong>

Processing...Pandora's jar. Anger, disbelief, numb, Alarm, Fear, Confusion, Worry

Photo Sketch 2: January 10, 2021. Caption:<strong> Took a walk and laid my land on a strong tree. It was soothing.</strong>

<strong> Covid and Coup days</strong>",2021-02-16 21:48:42,true,2021-02-18 16:17:28.257282,en,PJP_1550_1_EN_week11_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","Still catching up on past sketches to the present state of things...

Jan. 20, 2021. 

Photo Sketch 1: Caption: Joe Biden and Kamala Harris are inaugurated.",2021-03-02 22:27:37,true,2021-03-05 12:27:48.967239,en,PJP_1550_1_EN_week13_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","Feb 24, 2021 

Photo sketch 1: Caption: Waiting in car as D gets his second vaccine.  My turn? Maybe this spring?


Feb 28, 2021

Photo sketch 2: We do the same thing everyday. The monotony is numbing.  Covid Days

",2021-03-09 22:08:22,true,2021-03-10 05:15:51.936591,en,PJP_1550_1_EN_week14_journal_1_ptext.jpg
true,true,photo_and_text,Additional Material,"Photo Sketch 1: <strong> The alarm app on my phone is loaded with to-do's each day.</strong> It's hard not to drift through the day, forgetting the things we planned to do, moving in a kind of fog...

March 3, 2021

Photo Sketch 2:<strong> One ""cool"" pandemic discovery: An internet Digital library so my student and I can Zoom read together</strong> and chat about what we're sharing.

Covid days.",2021-03-09 22:08:22,true,2021-03-14 02:29:32.425824,en,PJP_1550_1_EN_week14_journal_3_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","Photo sketch 1: Caption: So awkward. Covid days.<strong> Creating the illusion of characters being in one room for a play I wrote took lots of Zoom coordination.</strong> The play streamed, and I was happier with some moments more than others---

<strong> Zoom is tricky.

I always seem to over express myself because it's easy to feel isolated and not heard or seen</strong> by others on Zoom. I'll often try a joke and get no response, and I end up wishing I had just kept quiet.<strong> Zooming can be lonelier than being by yourself.</strong>",2021-03-16 22:16:47,true,2021-03-17 13:56:32.26382,en,PJP_1550_1_EN_week15_journal_1_ptext.jpg
true,true,photo_and_text,"Do you feel like your life is going well right now? Has the pandemic changed this? If so, tell us about it.","March 11, 2021

Photo Sketch: Caption:<strong> This green dot has been the only way I've been able to ""look"" at my students, family members, my arts community, my activist friends, my church community</strong>. It's amazing to me that most of my interactions have been one dimensional for a full year now.

<strong> It's like living in a new, flat dimension. Will people continuing zooming out of habit when Covid is over?</strong>",2021-03-16 22:16:47,true,2021-03-19 03:28:16.348244,en,PJP_1550_1_EN_week15_journal_2_ptext.jpg
true,true,photo_and_text,"Think about something really important that happened to you this week, and tell us about it.","March 27, 2021

Caption: Covid days WE ARE OPEN! TA-DA!

<strong> Yesterday I got a phone call (from Radiologist's office) directing me to book my mammogram, and an email from my Food Coop, directing me to sign up for my shift.

I'm not ready yet. I'm not vaxxed. Too much to process.</strong>",2021-03-30 20:28:36,true,2021-04-02 21:13:44.100965,en,PJP_1550_1_EN_week17_journal_2_ptext.jpg
